SA2_MAIN11,SA2_5DIG11,SA2_NAME11,SA3_CODE11,SA3_NAME11,SA4_CODE11,SA4_NAME11,GCC_CODE11,GCC_NAME11,STE_CODE11,STE_NAME11,ALBERS_SQM,id,long_c,lat_c,population,SUA_NAME_2011,name,pop,long,lat,SUA,hex_long,hex_lat,hex_id,distance
316061440,31440,Caloundra Hinterland,31606,Sunshine Coast Hinterland,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,458833371.641678,1414,152.76304049300532,-26.73720953458917,8324,Not in any Significant Urban Area (Qld),Caloundra Hinterland,8324,152.76304049300532,-26.73720953458917,Not in any Significant Urban Area,152.7393830336,-26.718562169500014,169786,3131.9335623094894
212011287,21287,Beaconsfield - Officer,21201,Cardinia,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,41723923.5628346,826,145.4030076265926,-38.04686031435381,8316,Melbourne,Beaconsfield - Officer,8316,145.4030076265926,-38.04686031435381,Melbourne,145.6343830336,-38.128562169500015,55747,22231.86760030658
318011461,31461,Burdekin,31801,Charters Towers - Ayr - Ingham,318,Townsville,3RQLD,Rest of Qld,3,Queensland,4879583397.53859,1435,147.2465903298749,-19.82715916666615,8310,Not in any Significant Urban Area (Qld),Burdekin,8310,147.2465903298749,-19.82715916666615,Not in any Significant Urban Area,147.2443830336,-19.788562169500015,238908,4279.030169965331
309101267,31267,Benowa,30910,Surfers Paradise,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland,6551414.09994868,1241,153.38602166888606,-28.007720248055673,8308,Gold Coast - Tweed Heads,Benowa,8308,153.38602166888606,-28.007720248055673,Gold Coast - Tweed Heads,153.54438303359998,-27.908562169500016,157914,19067.586977963798
102011036,11036,Niagara Park - Lisarow,10201,Gosford,102,Central Coast,1GSYD,Greater Sydney,1,New South Wales,16736379.6034641,35,151.37315766450675,-33.384298669111566,8299,Central Coast,Niagara Park - Lisarow,8299,151.37315766450675,-33.384298669111566,Central Coast,151.3393830336,-33.298562169500016,104060,10015.434819987913
305031126,31126,Kelvin Grove - Herston,30503,Brisbane Inner - North,305,Brisbane Inner City,3GBRI,Greater Brisbane,3,Queensland,3373843.64043554,1100,153.01702016027437,-27.44889560531546,8296,Brisbane,Kelvin Grove - Herston,8296,153.01702016027437,-27.44889560531546,Brisbane,152.6693830336,-27.278562169500013,164193,39231.7857471704
306021148,31148,Gordonvale - Trinity,30602,Cairns - South,306,Cairns,3RQLD,Rest of Qld,3,Queensland,326949177.670655,1122,145.78522498752687,-17.060509995303157,8293,Not in any Significant Urban Area (Qld),Gordonvale - Trinity,8293,145.78522498752687,-17.060509995303157,Not in any Significant Urban Area,145.8093830336,-17.058562169500014,266149,2580.7039711194775
202021028,21028,Castlemaine Region,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,1514980344.99412,567,144.19232598162932,-37.04871088155143,8281,Not in any Significant Urban Area (Vic.),Castlemaine Region,8281,144.19232598162932,-37.04871088155143,Not in any Significant Urban Area,144.1993830336,-37.07856216950002,66212,3371.8032280047273
205031087,21087,Foster,20503,Gippsland - South West,205,Latrobe - Gippsland,2RVIC,Rest of Vic.,2,Victoria,1499988014.33776,626,146.111890077949,-38.67896974883767,8266,Not in any Significant Urban Area (Vic.),Foster,8266,146.111890077949,-38.67896974883767,Not in any Significant Urban Area,146.1243830336,-38.68856216950002,50162,1521.688014554117
306021153,31153,Mount Sheridan,30602,Cairns - South,306,Cairns,3RQLD,Rest of Qld,3,Queensland,6739025.25990435,1127,145.73216663340926,-16.988899969491907,8258,Cairns,Mount Sheridan,8258,145.73216663340926,-16.988899969491907,Cairns,145.66938303359998,-17.058562169500014,266147,10204.035691353874
701031032,71032,Humpty Doo,70103,Litchfield,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,157416030.555023,2058,131.13097510680686,-12.560382441962588,8256,Not in any Significant Urban Area (NT),Humpty Doo,8256,131.13097510680686,-12.560382441962588,Not in any Significant Urban Area,131.10938303359998,-12.578562169500014,310675,3090.3673072674565
314011385,31385,Eatons Hill,31401,Hills District,314,Moreton Bay - South,3GBRI,Greater Brisbane,3,Queensland,9092477.32691956,1359,152.9370318488708,-27.34006084011887,8255,Brisbane,Eatons Hill,8255,152.9370318488708,-27.34006084011887,Brisbane,152.8093830336,-27.138562169500013,165593,25658.60512831475
306051169,31169,Malanda - Yungaburra,30605,Tablelands (East) - Kuranda,306,Cairns,3RQLD,Rest of Qld,3,Queensland,1255464102.6586,1143,145.61327418369063,-17.367955894797536,8253,Not in any Significant Urban Area (Qld),Malanda - Yungaburra,8253,145.61327418369063,-17.367955894797536,Not in any Significant Urban Area,145.5993830336,-17.338562169500012,263350,3572.4656628525368
111021216,11216,Bonnells Bay - Silverwater,11102,Lake Macquarie - West,111,Newcastle and Lake Macquarie,1RNSW,Rest of NSW,1,New South Wales,10155347.4622592,215,151.54018988321974,-33.10916868262191,8249,Morisset - Cooranbong,Bonnells Bay - Silverwater,8249,151.54018988321974,-33.10916868262191,Morisset - Cooranbong,151.51438303359998,-33.088562169500015,106159,3320.626411023049
307021179,31179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,3RQLD,Rest of Qld,3,Queensland,3250631192.6618,1153,151.8954441712004,-27.135732220361028,8232,Not in any Significant Urban Area (Qld),Crows Nest - Rosalie,8232,151.8954441712004,-27.135732220361028,Not in any Significant Urban Area,151.8993830336,-27.138562169500013,165580,500.80153782694083
405011111,41111,Light,40501,Barossa,405,Barossa - Yorke - Mid North,4RSAU,Rest of SA,4,South Australia,1111671862.83198,1613,138.86076696834488,-34.39100081426747,8211,Not in any Significant Urban Area (SA),Light,8211,138.86076696834488,-34.39100081426747,Not in any Significant Urban Area,138.8793830336,-34.418562169500014,92698,3503.9024704671574
507031169,51169,Bertram - Wellard (West),50703,Kwinana,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,12448173.7416056,1843,115.8335712550922,-32.26081277719264,8210,Perth,Bertram - Wellard (West),8210,115.8335712550922,-32.26081277719264,Perth,115.95438303359998,-32.38856216950001,112641,18168.43121298316
508041208,51208,Kununurra,50804,Kimberley,508,Western Australia - Outback,5RWAU,Rest of WA,5,Western Australia,117663786017.096,1882,127.05452374155391,-15.630254130314054,8206,Not in any Significant Urban Area (WA),Kununurra,8206,127.05452374155391,-15.630254130314054,Not in any Significant Urban Area,127.0493830336,-15.658562169500012,279861,3180.564852279442
204011057,21057,Mansfield (Vic.),20401,Upper Goulburn Valley,204,Hume,2RVIC,Rest of Vic.,2,Victoria,3927946647.94617,596,146.2080678174193,-37.197016854430885,8202,Not in any Significant Urban Area (Vic.),Mansfield (Vic.),8202,146.2080678174193,-37.197016854430885,Not in any Significant Urban Area,146.2293830336,-37.21856216950002,64843,3049.2173742843443
312031361,31361,Proserpine,31203,Whitsunday,312,Mackay,3RQLD,Rest of Qld,3,Queensland,2074898534.81342,1335,148.48426392887967,-20.409276515578078,8195,Not in any Significant Urban Area (Qld),Proserpine,8195,148.48426392887967,-20.409276515578078,Not in any Significant Urban Area,148.4693830336,-20.418562169500014,232635,1862.53767943513
319011498,31498,Bundaberg Region - North,31901,Bundaberg,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland,1273297502.04629,1472,152.12266200726017,-24.76544206592803,8184,Not in any Significant Urban Area (Qld),Bundaberg Region - North,8184,152.12266200726017,-24.76544206592803,Not in any Significant Urban Area,152.1093830336,-24.758562169500014,189349,1544.2346838669278
215011386,21386,Ararat,21501,Grampians,215,North West,2RVIC,Rest of Vic.,2,Victoria,161178648.019317,925,142.97542939418028,-37.26245026128388,8168,Not in any Significant Urban Area (Vic.),Ararat,8168,142.97542939418028,-37.26245026128388,Not in any Significant Urban Area,142.9743830336,-37.28856216950001,64097,2899.468827050005
303021056,31056,Holland Park,30302,Holland Park - Yeronga,303,Brisbane - South,3GBRI,Greater Brisbane,3,Queensland,3261107.64687806,1030,153.07040634323087,-27.518560429014737,8163,Brisbane,Holland Park,8163,153.07040634323087,-27.518560429014737,Brisbane,153.4393830336,-27.418562169500014,162806,38116.08879672434
103031071,11071,Lithgow Region,10303,Lithgow - Mudgee,103,Central West,1RNSW,Rest of NSW,1,New South Wales,2513718610.22954,70,150.0513808441959,-33.30749048386441,8157,Not in any Significant Urban Area (NSW),Lithgow Region,8157,150.0513808441959,-33.30749048386441,Not in any Significant Urban Area,150.07938303359998,-33.298562169500016,104042,2789.5938877579442
313051377,31377,Clontarf,31305,Redcliffe,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland,6196132.09539525,1351,153.08216170533422,-27.246831571055196,8155,Brisbane,Clontarf,8155,153.08216170533422,-27.246831571055196,Brisbane,153.1943830336,-27.068562169500016,166297,22669.733866449547
507011153,51153,Coolbellup,50701,Cockburn,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,4519846.38729524,1827,115.80774682306134,-32.083344068800535,8143,Perth,Coolbellup,8143,115.80774682306134,-32.083344068800535,Perth,115.5343830336,-32.10856216950002,115431,25955.231988468287
603021072,61072,Huonville - Franklin,60302,Huon - Bruny Island,603,South East,6RTAS,Rest of Tas.,6,Tasmania,681950492.458335,1998,146.93800636753568,-42.9885619444648,8140,Not in any Significant Urban Area (Tas.),Huonville - Franklin,8140,146.93800636753568,-42.9885619444648,Not in any Significant Urban Area,146.9293830336,-42.95856216950001,7535,3406.1855955804244
509021239,51239,Gingin - Dandaragan,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia,9919931083.53518,1913,115.56885269679877,-30.75145747659429,8114,Not in any Significant Urban Area (WA),Gingin - Dandaragan,8114,115.56885269679877,-30.75145747659429,Not in any Significant Urban Area,115.56938303359999,-30.778562169500013,128713,3005.413123628184
503011031,51031,Claremont (WA),50301,Cottesloe - Claremont,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia,3871766.44772411,1705,115.7821768194506,-31.981484917218843,8112,Perth,Claremont (WA),8112,115.7821768194506,-31.981484917218843,Perth,115.46438303359999,-31.968562169500014,116828,30071.727154971235
106041129,11129,Scone Region,10604,Upper Hunter,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,7948887408.04393,128,150.72967404991027,-31.968348939477554,8110,Not in any Significant Urban Area (NSW),Scone Region,8110,150.72967404991027,-31.968348939477554,Not in any Significant Urban Area,150.7443830336,-31.968562169500014,117332,1390.5796848306259
127021517,11517,Greenfield Park - Prairiewood,12702,Fairfield,127,Sydney - South West,1GSYD,Greater Sydney,1,New South Wales,3636696.7744475,516,150.89976031833444,-33.86798660344234,8104,Sydney,Greenfield Park - Prairiewood,8104,150.89976031833444,-33.86798660344234,Sydney,150.6043830336,-34.20856216950001,94962,46595.605350456746
403031070,41070,Panorama,40303,Mitcham,403,Adelaide - South,4GADE,Greater Adelaide,4,South Australia,5742372.99191637,1572,138.58839851002975,-35.002723227141196,8095,Adelaide,Panorama,8095,138.58839851002975,-35.002723227141196,Adelaide,138.7743830336,-35.18856216950002,85007,26695.86706426189
310031284,31284,Bundamba,31003,Ipswich Inner,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland,17242465.5527314,1258,152.81131414087616,-27.60754156526299,8085,Brisbane,Bundamba,8085,152.81131414087616,-27.60754156526299,Brisbane,152.6693830336,-27.698562169500015,159999,17259.151047231084
112011239,11239,Brunswick Heads - Ocean Shores,11201,Richmond Valley - Coastal,112,Richmond - Tweed,1RNSW,Rest of NSW,1,New South Wales,54383214.2535521,238,153.54361868259497,-28.547735973156307,8084,Not in any Significant Urban Area (NSW),Brunswick Heads - Ocean Shores,8084,153.54361868259497,-28.547735973156307,Not in any Significant Urban Area,153.5093830336,-28.538562169500015,151623,3501.3270724209683
318021484,31484,Mount Louisa,31802,Townsville,318,Townsville,3RQLD,Rest of Qld,3,Queensland,31909646.9055571,1458,146.7279327049087,-19.255965930986424,8081,Townsville,Mount Louisa,8081,146.7279327049087,-19.255965930986424,Townsville,146.6493830336,-19.298562169500013,243793,9508.392013822819
302011024,31024,Carseldine,30201,Bald Hills - Everton Park,302,Brisbane - North,3GBRI,Greater Brisbane,3,Queensland,4586875.53019169,998,153.0155333620953,-27.347555527548145,8077,Brisbane,Carseldine,8077,153.0155333620953,-27.347555527548145,Brisbane,152.9143830336,-27.068562169500016,166293,32498.119787783497
303061077,31077,Kuraby,30306,Sunnybank,303,Brisbane - South,3GBRI,Greater Brisbane,3,Queensland,4703570.34968832,1051,153.09358739920552,-27.606766127603787,8077,Brisbane,Kuraby,8077,153.09358739920552,-27.606766127603787,Brisbane,152.9143830336,-27.908562169500016,157905,37823.04198933372
507041179,51179,Bull Creek,50704,Melville,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,4159251.89408106,1853,115.86240274387309,-32.056249837316805,8073,Perth,Bull Creek,8073,115.86240274387309,-32.056249837316805,Perth,115.60438303359999,-32.24856216950001,114034,32361.20848242553
316021422,31422,Moffat Beach - Battery Hill,31602,Caloundra,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,3887057.62270826,1396,153.13593281753316,-26.787355527449947,8071,Sunshine Coast,Moffat Beach - Battery Hill,8071,153.13593281753316,-26.787355527449947,Sunshine Coast,153.1593830336,-26.858562169500015,168394,8226.96937971025
111031235,11235,Wickham - Carrington - Tighes Hill,11103,Newcastle,111,Newcastle and Lake Macquarie,1RNSW,Rest of NSW,1,New South Wales,3551843.1367346,234,151.75266211089576,-32.91276953579669,8070,Newcastle - Maitland,Wickham - Carrington - Tighes Hill,8070,151.75266211089576,-32.91276953579669,Newcastle - Maitland,151.82938303359998,-33.018562169500015,106863,13751.58978933757
316051435,31435,Noosaville,31605,Noosa,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,26642141.3082263,1409,153.06057262596119,-26.422756656015206,8064,Sunshine Coast,Noosaville,8064,153.06057262596119,-26.422756656015206,Sunshine Coast,153.0893830336,-26.438562169500013,172587,3365.3504033332056
209011201,21201,Ivanhoe East - Eaglemont,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,4277669.9611179195,740,145.06266126949913,-37.76832044386038,8041,Melbourne,Ivanhoe East - Eaglemont,8041,145.06266126949913,-37.76832044386038,Melbourne,145.0743830336,-37.28856216950001,64127,53257.47584817278
508031198,51198,Boulder,50803,Goldfields,508,Western Australia - Outback,5RWAU,Rest of WA,5,Western Australia,13084105.4238125,1872,121.4938802731676,-30.78942652185723,8034,Kalgoorlie - Boulder,Boulder,8034,121.4938802731676,-30.78942652185723,Kalgoorlie - Boulder,121.5193830336,-30.778562169500013,128798,2722.0913147802753
801071090,81090,Wanniassa,80107,Tuggeranong,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,5396922.42315395,2186,149.0907064472539,-35.397890143488794,8028,Canberra - Queanbeyan,Wanniassa,8028,149.0907064472539,-35.397890143488794,Canberra - Queanbeyan,149.0993830336,-35.39856216950001,83058,791.7345376355433
311031316,31316,Hillcrest,31103,Browns Plains,311,Logan - Beaudesert,3GBRI,Greater Brisbane,3,Queensland,9346624.54225131,1290,153.01173908775084,-27.66511952979787,8020,Brisbane,Hillcrest,8020,153.01173908775084,-27.66511952979787,Brisbane,152.8093830336,-27.838562169500015,158603,27702.01857227801
104021088,11088,Korora - Emerald Beach,10402,Coffs Harbour,104,Coffs Harbour - Grafton,1RNSW,Rest of NSW,1,New South Wales,57664248.941658,87,153.14044210628907,-30.20620969207061,8019,Coffs Harbour,Korora - Emerald Beach,8019,153.14044210628907,-30.20620969207061,Coffs Harbour,153.1593830336,-30.218562169500014,134842,2280.524848413015
503011032,51032,Cottesloe,50301,Cottesloe - Claremont,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia,3750835.06308015,1706,115.75816772462419,-31.99420448180704,8018,Perth,Cottesloe,8018,115.75816772462419,-31.99420448180704,Perth,115.46438303359999,-32.10856216950002,115430,30505.785320618306
125041490,11490,North Rocks,12504,Parramatta,125,Sydney - Parramatta,1GSYD,Greater Sydney,1,New South Wales,5391711.83929169,489,151.01746750098886,-33.7720448076395,8016,Sydney,North Rocks,8016,151.01746750098886,-33.7720448076395,Sydney,151.0243830336,-33.36856216950002,103356,44756.90071287346
508051211,51211,Geraldton - East,50805,Mid West,508,Western Australia - Outback,5RWAU,Rest of WA,5,Western Australia,80777853.2454761,1885,114.6738071481596,-28.811207947269793,8014,Geraldton,Geraldton - East,8014,114.6738071481596,-28.811207947269793,Geraldton,114.72938303359999,-28.818562169500012,148273,5485.785001689704
507011152,51152,Coogee,50701,Cockburn,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,10414499.031821,1826,115.77365816418737,-32.12862475291611,8013,Perth,Coogee,8013,115.77365816418737,-32.12862475291611,Perth,115.5343830336,-32.24856216950001,114033,26191.61069167627
304041098,31098,Enoggera,30404,The Gap - Enoggera,304,Brisbane - West,3GBRI,Greater Brisbane,3,Queensland,9345190.91462217,1072,152.9759450953293,-27.42701441943079,8005,Brisbane,Enoggera,8005,152.9759450953293,-27.42701441943079,Brisbane,152.6343830336,-27.348562169500013,163493,34885.27464840686
316051436,31436,Peregian,31605,Noosa,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,19730921.38373,1410,153.0844890167537,-26.47440505550565,7998,Sunshine Coast,Peregian,7998,153.0844890167537,-26.47440505550565,Sunshine Coast,153.05438303359998,-26.508562169500014,171887,4830.24000454538
801071078,81078,Gordon (ACT),80107,Tuggeranong,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,4441494.50646022,2174,149.0849267952251,-35.45695188792351,7997,Canberra - Queanbeyan,Gordon (ACT),7997,149.0849267952251,-35.45695188792351,Canberra - Queanbeyan,149.0643830336,-35.46856216950002,82358,2266.4470657451807
310041299,31299,Collingwood Park - Redbank,31004,Springfield - Redbank,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland,15365344.2698048,1273,152.8645326616515,-27.6124361060841,7993,Brisbane,Collingwood Park - Redbank,7993,152.8645326616515,-27.6124361060841,Brisbane,152.7043830336,-27.768562169500015,159300,23428.33402608597
602031063,61063,Scottsdale - Bridport,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,5200202422.7808,1989,147.72182679415084,-41.06359282337602,7971,Not in any Significant Urban Area (Tas.),Scottsdale - Bridport,7971,147.72182679415084,-41.06359282337602,Not in any Significant Urban Area,147.73438303359998,-41.06856216950001,26419,1190.9531329904673
301031019,31019,Wakerley,30103,Wynnum - Manly,301,Brisbane - East,3GBRI,Greater Brisbane,3,Queensland,4920947.95662769,993,153.1557869538621,-27.48308905537013,7960,Brisbane,Wakerley,7960,153.1557869538621,-27.48308905537013,Brisbane,153.4743830336,-27.488562169500014,162107,31491.135120140683
302011023,31023,Bridgeman Downs,30201,Bald Hills - Everton Park,302,Brisbane - North,3GBRI,Greater Brisbane,3,Queensland,9476276.26704364,997,152.99424275758327,-27.351993348679283,7956,Brisbane,Bridgeman Downs,7956,152.99424275758327,-27.351993348679283,Brisbane,152.7043830336,-27.208562169500013,164892,32805.45306318891
207011146,21146,Ashburton (Vic.),20701,Boroondara,207,Melbourne - Inner East,2GMEL,Greater Melbourne,2,Victoria,2854817.85958676,685,145.08059541598718,-37.86737886379821,7940,Melbourne,Ashburton (Vic.),7940,145.08059541598718,-37.86737886379821,Melbourne,144.6193830336,-38.198562169500015,55034,54688.887109148556
216031415,21415,Mooroopna,21603,Shepparton,216,Shepparton,2RVIC,Rest of Vic.,2,Victoria,39973346.2773912,954,145.34610660508338,-36.39885950225498,7939,Shepparton - Mooroopna,Mooroopna,7939,145.34610660508338,-36.39885950225498,Shepparton - Mooroopna,145.3193830336,-36.378562169500015,73218,3289.616440559902
304041101,31101,Mitchelton,30404,The Gap - Enoggera,304,Brisbane - West,3GBRI,Greater Brisbane,3,Queensland,4221891.88568376,1075,152.97040605784912,-27.412207041644052,7938,Brisbane,Mitchelton,7938,152.97040605784912,-27.412207041644052,Brisbane,152.7393830336,-27.138562169500013,165592,37982.287718640146
309011224,31224,Broadbeach Waters,30901,Broadbeach - Burleigh,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland,5315288.74374239,1198,153.41477918087864,-28.027077363542688,7929,Gold Coast - Tweed Heads,Broadbeach Waters,7929,153.41477918087864,-28.027077363542688,Gold Coast - Tweed Heads,153.57938303359998,-27.978562169500016,157216,17059.7326601613
314011384,31384,Dayboro,31401,Hills District,314,Moreton Bay - South,3GBRI,Greater Brisbane,3,Queensland,406870937.338304,1358,152.8133179335453,-27.21873454268069,7892,Brisbane,Dayboro,7892,152.8133179335453,-27.21873454268069,Brisbane,152.6693830336,-27.138562169500013,165591,16803.886697002825
101041026,11026,Moruya - Tuross Head,10104,South Coast,101,Capital Region,1RNSW,Rest of NSW,1,New South Wales,165435312.642173,25,150.10723815693095,-35.947128443883884,7885,Not in any Significant Urban Area (NSW),Moruya - Tuross Head,7885,150.10723815693095,-35.947128443883884,Not in any Significant Urban Area,150.07938303359998,-35.95856216950001,77480,2815.104027900329
402021032,41032,Munno Para West - Angle Vale,40202,Playford,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia,44356330.0528991,1534,138.65005364554554,-34.650293546642814,7880,Adelaide,Munno Para West - Angle Vale,7880,138.65005364554554,-34.650293546642814,Adelaide,138.66938303359998,-34.558562169500014,91297,10329.406757428962
204031069,21069,Bright - Mount Beauty,20403,Wodonga - Alpine,204,Hume,2RVIC,Rest of Vic.,2,Victoria,4253731273.89358,608,146.9968686568768,-36.89600068135016,7875,Not in any Significant Urban Area (Vic.),Bright - Mount Beauty,7875,146.9968686568768,-36.89600068135016,Not in any Significant Urban Area,146.9643830336,-36.86856216950002,68348,4202.293169772791
601061035,61035,Sorell - Richmond,60106,Sorell - Dodges Ferry,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,375936262.631011,1961,147.56359025999305,-42.73561028262333,7855,Hobart,Sorell - Richmond,7855,147.56359025999305,-42.73561028262333,Hobart,147.5943830336,-42.74856216950002,9641,2902.997164736775
508061219,51219,East Pilbara,50806,Pilbara,508,Western Australia - Outback,5RWAU,Rest of WA,5,Western Australia,389540916478.679,1893,123.36466653900271,-21.728542364888554,7846,Not in any Significant Urban Area (WA),East Pilbara,7846,123.36466653900271,-21.728542364888554,Not in any Significant Urban Area,123.3743830336,-21.748562169500012,218995,2433.988900168588
319011500,31500,Millbank - Avoca,31901,Bundaberg,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland,9546434.74931701,1474,152.3112287535673,-24.877550614177654,7838,Bundaberg,Millbank - Avoca,7838,152.3112287535673,-24.877550614177654,Bundaberg,152.3193830336,-24.898562169500014,187954,2469.0138821339888
319051525,31525,Maryborough Region - South,31905,Maryborough,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland,3821918385.39431,1499,152.47504715998122,-25.696551989244256,7827,Not in any Significant Urban Area (Qld),Maryborough Region - South,7827,152.47504715998122,-25.696551989244256,Not in any Significant Urban Area,152.4943830336,-25.668562169500014,180267,3658.234693320833
308011190,31190,Central Highlands - East,30801,Central Highlands (Qld),308,Fitzroy,3RQLD,Rest of Qld,3,Queensland,18637360600.4749,1164,149.3282817998465,-23.924222698373885,7812,Not in any Significant Urban Area (Qld),Central Highlands - East,7812,149.3282817998465,-23.924222698373885,Not in any Significant Urban Area,149.3093830336,-23.918562169500014,197697,2023.718786495946
502011022,51022,Falcon - Wannanup,50201,Mandurah,502,Mandurah,5GPER,Greater Perth,5,Western Australia,9366837.66087378,1696,115.65641372895459,-32.58803450918906,7812,Perth,Falcon - Wannanup,7812,115.65641372895459,-32.58803450918906,Perth,115.6393830336,-32.59856216950001,110540,1979.7299729124247
601051027,61027,Hobart,60105,Hobart Inner,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,6616247.61485701,1953,147.3258539252142,-42.875930458733826,7795,Hobart,Hobart,7795,147.3258539252142,-42.875930458733826,Hobart,147.3493830336,-42.81856216950001,8939,6656.953238096996
305031128,31128,Newstead - Bowen Hills,30503,Brisbane Inner - North,305,Brisbane Inner City,3GBRI,Greater Brisbane,3,Queensland,2999206.40140251,1102,153.0403021397006,-27.447836344868097,7790,Brisbane,Newstead - Bowen Hills,7790,153.0403021397006,-27.447836344868097,Brisbane,153.3343830336,-27.208562169500013,164901,39370.177923446216
601031015,61015,Claremont (Tas.),60103,Hobart - North West,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,17922913.8005955,1941,147.22225943963085,-42.78817786751744,7790,Hobart,Claremont (Tas.),7790,147.22225943963085,-42.78817786751744,Hobart,147.2093830336,-42.81856216950001,8937,3535.8973223458784
101041017,11017,Batemans Bay,10104,South Coast,101,Capital Region,1RNSW,Rest of NSW,1,New South Wales,63739963.7467298,16,150.18244321750493,-35.70097887473646,7772,Batemans Bay,Batemans Bay,7772,150.18244321750493,-35.70097887473646,Batemans Bay,150.1493830336,-35.67856216950001,80277,3891.1584676031503
309061250,31250,Worongary - Tallai,30906,Nerang,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland,26182003.5796587,1224,153.33137404424207,-28.053271108093934,7772,Gold Coast - Tweed Heads,Worongary - Tallai,7772,153.33137404424207,-28.053271108093934,Gold Coast - Tweed Heads,153.2293830336,-28.118562169500017,155813,12362.720300471954
112021247,11247,Kyogle,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,1RNSW,Rest of NSW,1,New South Wales,1979599119.77605,246,152.87954429895495,-28.513306999914253,7768,Not in any Significant Urban Area (NSW),Kyogle,7768,152.87954429895495,-28.513306999914253,Not in any Significant Urban Area,152.8793830336,-28.538562169500015,151614,2799.033960459649
301011002,31002,Belmont - Gumdale,30101,Capalaba,301,Brisbane - East,3GBRI,Greater Brisbane,3,Queensland,33156227.7979261,976,153.15835642218025,-27.507008940038737,7766,Brisbane,Belmont - Gumdale,7766,153.15835642218025,-27.507008940038737,Brisbane,153.5093830336,-27.558562169500014,161409,35142.94708109479
505031109,51109,Yanchep,50503,Wanneroo,505,Perth - North West,5GPER,Greater Perth,5,Western Australia,477891498.903968,1783,115.74557943047867,-31.560788357108528,7762,Not in any Significant Urban Area (WA),Yanchep,7762,115.74557943047867,-31.560788357108528,Not in any Significant Urban Area,115.74438303359999,-31.548562169500016,121026,1360.383818113817
110041201,11201,Quirindi,11004,Tamworth - Gunnedah,110,New England and North West,1RNSW,Rest of NSW,1,New South Wales,5077914518.39035,200,150.43799623772955,-31.550524416498984,7761,Not in any Significant Urban Area (NSW),Quirindi,7761,150.43799623772955,-31.550524416498984,Not in any Significant Urban Area,150.4643830336,-31.548562169500016,121522,2514.9220428728518
107011132,11132,Horsley - Kembla Grange,10701,Dapto - Port Kembla,107,Illawarra,1RNSW,Rest of NSW,1,New South Wales,44239462.0375964,131,150.76421151694828,-34.47747526837131,7758,Wollongong,Horsley - Kembla Grange,7758,150.76421151694828,-34.47747526837131,Wollongong,150.7443830336,-34.488562169500014,92168,2197.7725710894247
212041316,21316,Noble Park North,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,3757857.50434505,855,145.19084695936618,-37.95128516332289,7753,Melbourne,Noble Park North,7753,145.19084695936618,-37.95128516332289,Melbourne,145.5993830336,-38.198562169500015,55048,45147.60720270768
506011113,51113,Forrestdale - Harrisdale - Piara Waters,50601,Armadale,506,Perth - South East,5GPER,Greater Perth,5,Western Australia,44201594.2370231,1787,115.93129033182359,-32.14693995087432,7743,Perth,Forrestdale - Harrisdale - Piara Waters,7743,115.93129033182359,-32.14693995087432,Perth,116.0593830336,-32.31856216950001,113342,22537.914208668317
